,index,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_jx4q_fizf,:@computed_region_bh8s_q3mv,:@computed_region_p5aj_wyqh,:@computed_region_fyvs_ahh9,:@computed_region_f58d_8dbm,:@computed_region_9dfj_4gjx,:@computed_region_vtsz_7cme,:@computed_region_n4xg_c4py,:@computed_region_sruu_94in,:@computed_region_4isq_27mq,:@computed_region_viu7_rrfi,:@computed_region_fcz8_est8,:@computed_region_pigm_ib2e,:@computed_region_9jxd_iqea,:@computed_region_6ezc_tdp2,:@computed_region_6pnf_4xz7,:@computed_region_h4ep_8xdi,:@computed_region_nqbw_i6c3,:@computed_region_2dwj_jsy4,:@computed_region_y6ts_4iup,Neighborhoods,Plate
38,868314,4485339,2015-02-12 08:52:27,2015-02-18 07:30:11,2015-02-18 07:30:11,Closed,DPT Abandoned Vehicles- Gone on arrival - 02/17/15 @1510  #129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - Chinook RV - 4AHL026,"5361 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Diamond Heights,INGLESIDE,37.742565155029,-122.43605804443399,"(37.74256516, -122.43605804)",Web,,57.0,9.0,5.0,22.0,5.0,2.0,4.0,63.0,7.0,22.0,22.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
39,1272352,4327957,2014-12-23 10:17:19,2015-01-05 07:40:32,2015-01-05 07:40:32,Closed,DPT Abandoned Vehicles- Gone on arrival - 1-2-15 @ 1437   HRS #  129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,Beige - Ford - Chinook E350 - 4AHL026,Intersection of DIAMOND ST and BEACON ST,DIAMOND ST,8.0,Fairmount,INGLESIDE,37.742590393887,-122.43550878468099,"(37.74259039, -122.43550878)",Phone,,57.0,9.0,5.0,22.0,5.0,2.0,4.0,63.0,7.0,22.0,22.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
40,1136888,4316495,2014-12-19 07:52:26,2014-12-19 08:19:30,2014-12-19 08:19:30,Closed,Case is a Duplicate,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - Chinook RV - 4AHL026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
41,1137606,4313384,2014-12-18 07:50:44,2014-12-23 06:47:44,2014-12-23 06:47:44,Closed,Case is a Duplicate - 12/22/14 Duplicate complaint SR #4306945     #129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - Chinook RV - 4AHL026,"5411 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Fairmount,INGLESIDE,37.741008758545,-122.435317993164,"(37.74100876, -122.43531799)",Web,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,4AHL026
42,1139122,4306945,2014-12-16 07:51:02,2014-12-23 06:30:36,2014-12-23 06:30:36,Closed,DPT Abandoned Vehicles- Gone on arrival - 12/22/14 @1407 #263,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - Chinook RV - 4AHL026,"5411 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Fairmount,INGLESIDE,37.741008758545,-122.435317993164,"(37.74100876, -122.43531799)",Web,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,4AHL026
43,1144939,4280169,2014-12-08 07:51:28,2014-12-10 07:06:56,2014-12-10 07:06:56,Closed,DPT Abandoned Vehicles- Gone on arrival - 12/09/14 @1025 #129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Ford - Chinook RV - 4AHL026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
44,1158463,4222974,2014-11-19 08:01:01,2014-11-25 06:20:39,2014-11-25 06:20:39,Closed,DPT Abandoned Vehicles- Gone on arrival - 11/24/14 @1357 #129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Ford - Chinook RV - 4AHL026,"5361 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Diamond Heights,INGLESIDE,37.742565155029,-122.43605804443399,"(37.74256516, -122.43605804)",Web,,57.0,9.0,5.0,22.0,5.0,2.0,4.0,63.0,7.0,22.0,22.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
45,1163225,4203303,2014-11-12 16:38:29,2014-11-18 06:41:39,2014-11-18 06:41:39,Closed,DPT Abandoned Vehicles- Gone on arrival - 11/17/14 @1042 #129,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,"5526 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Diamond Heights,INGLESIDE,37.739433288574,-122.436424255371,"(37.73943329, -122.43642426)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
46,1173427,4162639,2014-10-31 07:53:39,2014-11-06 14:04:28,2014-11-06 14:04:28,Closed,DPT Abandoned Vehicles- Gone on arrival - 11-6-14 @ 1011  HRS #   263,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
47,1176237,4152136,2014-10-28 08:08:23,2014-10-31 10:24:50,2014-10-31 10:24:50,Closed,DPT Abandoned Vehicles- Gone on arrival - 10/30/14   @1314HRS   #H29,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,"5361 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Diamond Heights,INGLESIDE,37.742565155029,-122.43605804443399,"(37.74256516, -122.43605804)",Web,,57.0,9.0,5.0,22.0,5.0,2.0,4.0,63.0,7.0,22.0,22.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
48,1202284,4044065,2014-09-24 12:42:19,2014-09-26 12:50:06,2014-09-26 12:50:06,Closed,DPT Abandoned Vehicles- Gone on arrival - 9-26-14 @   1052  HRS #   B3,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,WHT - Chevrolet - CHINOOK - 4AHL026,Intersection of VALLEY ST and CASTRO ST,VALLEY ST,8.0,Noe Valley,INGLESIDE,37.744117736816,-122.433395385742,"(37.74411774, -122.43339539)",Web,,84.0,9.0,5.0,22.0,5.0,2.0,4.0,63.0,7.0,22.0,22.0,,84.0,,5.0,,,,,,,1.0,,,,,84.0,4AHL026
49,1213300,4001190,2014-09-11 07:49:06,2014-09-16 07:13:16,2014-09-16 07:13:16,Closed,DPT Abandoned Vehicles- Gone on arrival - 9-15-14    @  1511  HRS #   G23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,"5411 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Fairmount,INGLESIDE,37.741008758545,-122.435317993164,"(37.74100876, -122.43531799)",Web,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,4AHL026
50,1219333,3979748,2014-09-04 07:45:38,2014-09-05 07:50:42,2014-09-05 07:50:42,Closed,Case is a Duplicate - SEE SR #   3976601,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Ford - chinook RV - 4ahl026,"5575 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738422393799,-122.43675994873001,"(37.73842239, -122.43675995)",Web,,96.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,96.0,,5.0,,,,,,,1.0,,,,,96.0,4AHL026
51,1572067,3976601,2014-09-03 07:51:01,2014-09-09 07:08:25,2014-09-09 07:08:25,Closed,DPT Abandoned Vehicles- Gone on arrival - 9-8-14  @ 1427 HRS #   G23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and ADDISON ST,DIAMOND HEIGHTS BLVD,8.0,Diamond Heights,INGLESIDE,37.740154266357,-122.435836791992,"(37.74015427, -122.43583679)",Web,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,4AHL026
52,1232489,3933005,2014-08-20 07:53:12,2014-08-26 07:47:37,2014-08-26 07:47:37,Closed,DPT Abandoned Vehicles- Gone on arrival - 08/25/14 GOA @1605 HRS # 23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,"5411 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Fairmount,INGLESIDE,37.741008758545,-122.435317993164,"(37.74100876, -122.43531799)",Web,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,4AHL026
53,1233475,3929336,2014-08-19 07:46:51,2014-08-19 10:47:33,2014-08-19 10:47:33,Closed,Case is a Duplicate - SR# 3915773,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,"5411 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Fairmount,INGLESIDE,37.741008758545,-122.435317993164,"(37.74100876, -122.43531799)",Web,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,4AHL026
54,1237107,3915773,2014-08-14 07:48:59,2014-08-18 06:21:35,2014-08-18 06:21:35,Closed,"Case Resolved - 08/15/14 CITED @1415 HRS #98-OVERSIZED 15,000 LBS COMMERCIAL VEHICLE",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Ford - chinook RV - 4ahl026,"5411 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Fairmount,INGLESIDE,37.741008758545,-122.435317993164,"(37.74100876, -122.43531799)",Web,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,4AHL026
55,3688562,3886343,2014-08-04 11:46:57,2014-08-07 06:20:35,2014-08-07 06:20:35,Closed,DPT Abandoned Vehicles- Gone on arrival - 08/06/14 GOA @1816 HOURS # 98,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,"5511 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.739635467529,-122.43594360351601,"(37.73963547, -122.4359436)",Web,,96.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,96.0,,5.0,,,,,,,1.0,,,,,96.0,4AHL026
56,3657354,3875133,2014-07-31 07:52:08,2014-08-04 06:36:45,2014-08-04 06:36:45,Closed,DPT Abandoned Vehicles- Gone on arrival - 08/01/14 THIS VEHICLE HAS BEEN MARKED SEVERAL TIMES AND CONTINOUSLY MOVES. THERE IS NO MERIT TO THIS CALL,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and GOLD MINE DR,DIAMOND HEIGHTS BLVD,8.0,Diamond Heights,INGLESIDE,37.74361038208,-122.43768310546899,"(37.74361038, -122.43768311)",Web,,57.0,9.0,5.0,22.0,5.0,2.0,4.0,63.0,7.0,22.0,22.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
57,3694047,3844487,2014-07-21 07:45:33,2014-07-23 07:25:21,2014-07-23 07:25:21,Closed,Case is a Duplicate - SEE SR #   3837747,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,"5526 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Diamond Heights,INGLESIDE,37.739433288574,-122.436424255371,"(37.73943329, -122.43642426)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
58,3697219,3837747,2014-07-18 07:47:02,2014-07-23 07:14:31,2014-07-23 07:14:31,Closed,DPT Abandoned Vehicles- Gone on arrival - 7-22-14   @ 1130  HRS #   174,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,"5526 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Diamond Heights,INGLESIDE,37.739433288574,-122.436424255371,"(37.73943329, -122.43642426)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
59,3659125,3834472,2014-07-17 07:43:11,2014-07-21 06:34:17,2014-07-21 06:34:17,Closed,DPT Abandoned Vehicles- Gone on arrival - 7-18-14 @ 0820 HRS #  289,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Ford - chinook RV - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
60,3673908,3825020,2014-07-14 09:14:46,2014-07-21 08:50:17,2014-07-21 08:50:17,Closed,DPT Abandoned Vehicles- Gone on arrival - 7-18-14   @1213  HRS #   G23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Ford - chinook RV - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
61,3684889,3810871,2014-07-09 07:48:16,2014-07-10 12:45:46,2014-07-10 12:45:46,Closed,Case is a Duplicate - SR #3809961,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
62,3673620,3809961,2014-07-08 17:56:54,2014-07-16 07:07:15,2014-07-16 07:07:15,Closed,DPT Abandoned Vehicles- Gone on arrival - 7-15-14  @  1152 HRS #   G23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - ford - shinook - 4AHL026,"5411 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Fairmount,INGLESIDE,37.741396610242,-122.435439639101,"(37.74139661, -122.43543964)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,4AHL026
63,3682686,3766910,2014-06-23 17:14:02,2014-07-03 06:20:09,2014-07-03 06:20:09,Closed,DPT Abandoned Vehicles- Gone on arrival - 7-2-14 @   1108 HRS #  G23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - ford - chinook - 4AHL026,"5411 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",DIAMOND HEIGHTS BLVD,8.0,Fairmount,INGLESIDE,37.741396610242,-122.435439639101,"(37.74139661, -122.43543964)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,4AHL026
64,1004905,3756247,2014-06-19 14:45:52,2014-06-25 07:49:59,2014-06-25 07:49:59,Closed,DPT Abandoned Vehicles- Gone on arrival - 6-24-14 * VEH HAS COMPLIED WITH ORDINANCE@ 1115 HRS # G23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,WHITE - FORD - E350 - 4AHL026,"1901 DIAMOND ST, SAN FRANCISCO, CA, 94131",DIAMOND ST,8.0,Fairmount,INGLESIDE,37.742577800947,-122.43543927303101,"(37.7425778, -122.43543927)",Phone,,59.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,59.0,,5.0,,,,,,,1.0,,,,,59.0,4AHL026
65,1022321,3679723,2014-05-27 07:40:08,2014-05-29 07:50:22,2014-05-29 07:50:22,Closed,Case is a Duplicate - sr #3671509,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
66,1023965,3671509,2014-05-23 14:39:58,2014-06-04 07:56:54,2014-06-04 07:56:54,Closed,"DPT Abandoned Vehicles- Gone on arrival - 6-3-14 VEH COMPLIED WITH ORDINANCE @1130 HOURS 
 #23",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook RV - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
67,1025936,3662700,2014-05-21 08:08:11,2014-05-28 08:51:42,2014-05-28 08:51:42,Closed,DPT Abandoned Vehicles- Gone on arrival - 5-27-14    @ 1318  HRS #  G23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,White - Ford - Chinook - 4ahl026,Intersection of VALLEY ST and CASTRO ST,VALLEY ST,8.0,Noe Valley,INGLESIDE,37.744117736816,-122.433395385742,"(37.74411774, -122.43339539)",Web,,84.0,9.0,5.0,22.0,5.0,2.0,4.0,63.0,7.0,22.0,22.0,,84.0,,5.0,,,,,,,1.0,,,,,84.0,4AHL026
68,1671666,3578066,2014-04-23 07:45:39,2014-04-29 08:40:37,2014-04-29 08:40:37,Closed,DPT Abandoned Vehicles- Gone on arrival - 4-28-14 @ 1425  HRS #  G23,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook rv - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
69,1049452,3556337,2014-04-16 07:54:31,2014-04-18 07:25:36,2014-04-18 07:25:36,Closed,Case is a Duplicate - SR #3554125,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Ford - chinook rv - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
70,1049887,3554125,2014-04-15 12:55:33,2014-04-17 06:59:23,2014-04-17 06:59:23,Closed,Case is a Duplicate - SR#3542741,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Ford - chinook rv - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
71,1052214,3542741,2014-04-11 17:43:53,2014-04-17 10:31:08,2014-04-17 10:31:08,Closed,Case is a Duplicate - SEE SR  #   3554125,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Ford - chinook rv - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
72,1067633,3475822,2014-03-21 09:32:39,2014-03-27 06:18:32,2014-03-27 06:18:32,Closed,"DPT Abandoned Vehicles- Gone on arrival - 3-26-14 VEH GOA @ 0900 HOURS
 #289",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook rv - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
73,1080589,3417542,2014-03-03 07:55:06,2014-03-09 12:09:34,2014-03-09 12:09:34,Closed,"DPT Abandoned Vehicles- Gone on arrival - 3-7-14 VEH GOA @0759 HOURS 
 #289",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook rv - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
74,1085438,3396065,2014-02-24 07:54:47,2014-02-28 06:16:57,2014-02-28 06:16:57,Closed,"DPT Abandoned Vehicles- Gone on arrival - 2-27-14 VEH GOA @ 0840HOURS
 #289",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - chinook rv - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
75,1106072,3302763,2014-01-24 10:12:36,2014-01-29 06:21:37,2014-01-29 06:21:37,Closed,"DPT Abandoned Vehicles- Gone on arrival - 1-28-14 VEH GOA @ 1005 HOURS
 #289",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white - Ford - chinook rv - 4ahl026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
76,1107767,3295453,2014-01-22 07:48:53,2014-01-28 06:28:55,2014-01-28 06:28:55,Closed,DPT Abandoned Vehicles- Gone on arrival - 1-27-14 @ 0820  HRS # 289,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white - Ford - Chinook RV - 4AHL026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
77,3631264,3149415,2013-12-10 07:44:29,2013-12-12 06:41:58,2013-12-12 06:41:58,Closed,"12-11-13 VEH GOA @ 1317 HOURS
 #370",DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,white  - Ford - Chinook RV - 4AHL026,Intersection of DIAMOND HEIGHTS BLVD and DIAMOND ST,DIAMOND HEIGHTS BLVD,8.0,Glen Park,INGLESIDE,37.738288879395,-122.437400817871,"(37.73828888, -122.43740082)",Web,,57.0,9.0,5.0,10.0,5.0,2.0,4.0,63.0,7.0,7.0,7.0,,57.0,,5.0,,,,,,,1.0,,,,,57.0,4AHL026
